sinecure	a position requiring little or no work but giving the holder status or financial benefit	political sinecures for the supporters of ministers	 	 	 	 	easy job, soft option	[sound:sinecure.mp3]	greenlight_advanced powerscore manhattan magoosh rank_4
asperity	harshness of tone or manner	he pointed this out with some asperity	the asperities of a harsh and divided society	the asperities of the metal surfaces	 	 	harshness, sharpness, roughness, abrasiveness, severity, acerbity, astringency, bitterness, acidity, tartness, edge, acrimony, virulence, sarcasm	[sound:asperity.mp3]	greenlight_advanced manhattan magoosh vince rank_4
squalid	(of a place) extremely dirty and unpleasant, especially as a result of poverty or neglect	the squalid, overcrowded prison	a squalid attempt to save themselves from electoral embarrassment	 	 	 	dirty, filthy, grubby, grimy, mucky, slummy, slumlike, foul, vile, low, poor, sorry, wretched, dismal, dingy, miserable, mean, nasty, seedy, shabby, sordid, sleazy, insalubrious, slovenly, repulsive, disgusting, improper, sordid, unseemly, unsavoury, sleazy, seedy, seamy, shoddy, vile, foul, tawdry, louche, cheap, base, low, low-minded, nasty, debased, degenerate, depraved, corrupt, dishonest, dishonourable, disreputable, despicable, discreditable, disgraceful, contemptible, ignominious, ignoble, shameful, wretched, abhorrent, odious, abominable, disgusting	[sound:squalid.mp3]	greenlight_basic powerscore manhattan vince rank_4
jettison	throw or drop (something) from an aircraft or ship	six aircraft jettisoned their loads in the sea	individuals are often forced to jettison certain attitudes and behaviors	the jettison lever	 	 	remove, offload, discharge, jettison, drop, deliver, deposit, set down, leave, put off, tip out, pour out, dump, drop, ditch, discharge, eject, throw out, empty out, pour out, tip out, unload, throw overboard, throw over the side, discard, dispose of, throw away, throw out, get rid of, toss out	[sound:jettison.mp3]	powerscore gregmat manhattan vince rank_4
elucidate	make (something) clear; explain	work such as theirs will help to elucidate this matter	in what follows I shall try to elucidate what I believe the problems to be	they would not elucidate further	 	 	explain, make clear, make plain, illuminate, shed light on, throw light on, clarify	[sound:elucidate.mp3]	powerscore greenlight_basic gregmat magoosh rank_4
credulous	having or showing too great a readiness to believe things	a ceremony staged for credulous tourists	 	 	 	 	gullible, naive, impressionable, trusting, over-trusting, over-trustful, exploitable, dupable, deceivable, easily deceived, easily taken in, easily led, unsuspicious, unwary, unguarded, unsceptical, uncritical, unquestioning	[sound:credulous.mp3]	prep_scholar greenlight_basic manhattan vince rank_4
jingoism	extreme patriotism, especially in the form of aggressive or warlike foreign policy	the popular jingoism that swept the lower–middle classes	 	 	 	 	extreme patriotism, blind patriotism, chauvinism, extreme nationalism, flag-waving, excessive loyalty to one's country, xenophobia	[sound:jingoism.mp3]	powerscore manhattan magoosh vince rank_4
ineffable	too great or extreme to be expressed or described in words	the ineffable natural beauty of the Everglades	the ineffable Hebrew name that gentiles write as Jehovah	 	 	 	inexpressible, indescribable, beyond words, beyond description, beggaring description, unutterable, not to be uttered, not to be spoken, not to be said, unmentionable	[sound:ineffable.mp3]	greenlight_advanced powerscore magoosh vince rank_4
subjective	based on or influenced by personal feelings, tastes, or opinions	his views are highly subjective	there is always the danger of making a subjective judgment	 	 	 	personal, personalized, individual, internal, emotional, instinctive, intuitive, impressionistic	[sound:subjective.mp3]	prep_scholar gregmat manhattan vince rank_4
euphemism	a mild or indirect word or expression substituted for one considered to be too harsh or blunt when referring to something unpleasant or embarrassing	“downsizing” as a euphemism for cuts	 	 	 	 	polite term, substitute, mild alternative, indirect term, understatement, underplaying, softening, politeness, genteelism, coy term	[sound:euphemism.mp3]	greenlight_basic powerscore manhattan vince rank_4
enumerate	mention (a number of things) one by one	there is not space to enumerate all his works	the 2000 census enumerated 10,493 households in the county	 	 	 	list, itemize, catalogue, set out, set forth, give, calculate, compute, count, add up, sum up, tally, total, number, put a figure on, quantify	[sound:enumerate.mp3]	greenlight_basic powerscore manhattan magoosh rank_4
noxious	harmful, poisonous, or very unpleasant	they were overcome by the noxious fumes	 	 	 	 	poisonous, toxic, deadly, virulent	[sound:noxious.mp3]	greenlight_advanced powerscore gregmat vince rank_4
torpor	a state of physical or mental inactivity; lethargy	they veered between apathetic torpor and hysterical fanaticism	 	 	 	 	lethargy, torpidity, sluggishness, inertia, inertness, inactivity, inaction, dormancy, slowness, lifelessness, dullness, heaviness, listlessness, languor, languidness, stagnation, laziness, idleness, indolence, shiftlessness, sloth, slothfulness, apathy, accidie, passivity, weariness, tiredness, lassitude, fatigue, sleepiness, drowsiness, enervation, somnolence, narcosis	[sound:torpor.mp3]	prep_scholar gregmat magoosh manhattan rank_4
dichotomy	a division or contrast between two things that are or are represented as being opposed or entirely different	a rigid dichotomy between science and mysticism	 	 	 	 	division, separation, divorce, split, gulf, chasm	[sound:dichotomy.mp3]	greenlight_basic gregmat manhattan vince rank_4
halcyon	denoting a period of time in the past that was idyllically happy and peaceful	the halcyon days of the mid-1980s, when profits were soaring	 	 	 	 	serene, calm, pleasant, balmy, tranquil, peaceful, temperate, mild, quiet, gentle, placid, still, windless, stormless, happy, carefree, blissful, golden, joyful, joyous, contented, idyllic, palmy	[sound:halcyon.mp3]	powerscore manhattan magoosh vince rank_4
histrionic	overly theatrical or melodramatic in character or style	a histrionic outburst	histrionic talents	discussions around the issue have been based as much in histrionics as in history	he loved the theater and everything which savored of histrionics	 	melodramatic, theatrical, affected, dramatic, exaggerated, actorly, actressy, stagy, showy, artificial, overacted, overdone, unnatural, mannered, stilted, unreal, dramatics, drama, theatrics, theatricality, tantrums	[sound:histrionic.mp3]	powerscore gregmat magoosh vince rank_4
quiescent	in a state or period of inactivity or dormancy	strikes were headed by groups of workers who had previously been quiescent	quiescent ulcerative colitis	 	 	 	inactive, inert, latent, fallow, passive, idle, at rest, inoperative, deactivated, in abeyance, quiet	[sound:quiescent.mp3]	gregmat powerscore manhattan vince rank_4
ingratiate	bring oneself into favor with someone by flattering or trying to please them	a social climber who had tried to ingratiate herself with the city gentry	 	 	 	 	curry favour with, find the favour of, cultivate, win over, get on the good side of, get in someone's good books	[sound:ingratiate.mp3]	powerscore manhattan magoosh vince rank_4
surfeit	an excessive amount of something	"
              a surfeit of food and drink"	he died of a surfeit	I am surfeited with shopping	he never surfeited on rich wine	 	excess, surplus, abundance, oversupply, superabundance, superfluity, overdose, glut, avalanche, deluge, satiate, gorge, overfeed, overfill, glut, cram, stuff, overindulge, fill	[sound:surfeit.mp3]	greenlight_advanced powerscore magoosh manhattan rank_4
solecism	a grammatical mistake in speech or writing.	 	 	 	 	 	mistake, grammatical mistake, error, blunder, faux pas, gaffe, breach of etiquette, impropriety, piece of indecorum, social indiscretion, inappropriate behaviour, infelicity, slip, error, blunder, miscalculation, lapse	[sound:solecism.mp3]	powerscore manhattan magoosh vince rank_4
aver	state or assert to be the case	he averred that he was innocent of the allegations	‘I don't have to do anything—it's his problem,’ he averred	the defendant does not aver any performance by himself	 	 	proclaim, announce, make known, state, communicate, reveal, divulge, mention, talk about, raise, moot, air, bring into the open, voice, articulate, pronounce, express, vent, set forth, make public, publicize, disseminate, circulate, publish, broadcast, promulgate, trumpet, blazon, allege, claim, assert, declare, maintain, affirm, aver, suggest, imply, hint, insinuate, indicate, intimate, impute, make as if, make as though, pretend	[sound:aver.mp3]	prep_scholar greenlight_basic manhattan vince rank_4
dubious	hesitating or doubting	Alex looked dubious, but complied	extremely dubious assumptions	time-sharing has been brought into disrepute by dubious sales methods	she earned the dubious distinction of being the lowest-paid teacher in the nation	 	doubtful, uncertain, unsure, in doubt, hesitant, suspicious, suspect, under suspicion, untrustworthy, unreliable, undependable, questionable, equivocal, ambiguous, indeterminate, indefinite, unclear, vague, imprecise, hazy, puzzling, enigmatic, cryptic, suspicious, suspect, under suspicion, untrustworthy, unreliable, undependable, questionable, equivocal, ambiguous, indeterminate, indefinite, unclear, vague, imprecise, hazy, puzzling, enigmatic, cryptic	[sound:dubious.mp3]	powerscore gregmat manhattan vince rank_4
sardonic	grimly mocking or cynical	Starkey attempted a sardonic smile	 	 	 	 	mocking, satirical	[sound:sardonic.mp3]	powerscore manhattan magoosh vince rank_4
lassitude	a state of physical or mental weariness; lack of energy	she was overcome by lassitude and retired to bed	a patient complaining of lassitude and inability to concentrate	 	 	 	lethargy, listlessness, weariness, languor, sluggishness, enervation, tiredness, exhaustion, fatigue, sleepiness, drowsiness, torpor, torpidity, ennui, lifelessness, sloth, apathy	[sound:lassitude.mp3]	greenlight_advanced powerscore manhattan vince rank_4
invective	insulting, abusive, or highly critical language	he let out a stream of invective	 	 	 	 	abuse, insults, vituperation, expletives, swear words, swearing, curses, bad language, foul language	[sound:invective.mp3]	greenlight_advanced powerscore manhattan magoosh rank_4
meretricious	apparently attractive but having in reality no value or integrity	meretricious souvenirs for the tourist trade	 	 	 	 	flashy, pretentious, gaudy, tawdry, trashy, garish, chintzy, Brummagem, loud, tinselly, cheap, tasteless, kitschy	[sound:meretricious.mp3]	greenlight_advanced powerscore manhattan vince rank_4
apostate	a person who renounces a religious or political belief or principle	after fifty years as an apostate he returned to the faith	an apostate Roman Catholic	 	 	 	dissenter, heretic, nonconformist	[sound:apostate.mp3]	greenlight_advanced powerscore magoosh manhattan rank_4
latent	(of a quality or state) existing but not yet developed or manifest; hidden or concealed	discovering her latent talent for diplomacy	axillary buds or eyes in the leaf axils are latent growth buds	diabetes may be latent for some years before diagnosis	the latent stage of syphilis	 	dormant, quiescent, inactive, untapped, unused, dormant, quiescent, inactive, untapped, unused, dormant, quiescent, inactive, untapped, unused, dormant, quiescent, inactive, untapped, unused	[sound:latent.mp3]	greenlight_basic powerscore manhattan vince rank_4
discomfit	make (someone) feel uneasy or embarrassed	he was not noticeably discomfited by her tone	 	 	 	 	embarrass, make uncomfortable, make uneasy, abash, disconcert, nonplus, discompose, discomfort, take aback, unsettle, unnerve, put someone off their stroke, ruffle, confuse, fluster, agitate, disorientate, upset, disturb, perturb, distress	[sound:discomfit.mp3]	greenlight_advanced greenlight_basic gregmat vince rank_4
accretion	the process of growth or increase, typically by the gradual accumulation of additional layers or matter	the accretion of sediments in coastal mangroves	the growing accretion of central government authority	the city has a historic core surrounded by recent accretions	about one-third of California was built up by accretions	the planets could have continued to grow by accretion from solid debris	accumulation, collecting, gathering, amassing, cumulation, accrual, growth, formation, enlargement, increase, gain, augmentation, rise, mushrooming, snowballing, addition, extension, growth, appendage, add-on, supplement	[sound:accretion.mp3]	powerscore greenlight_advanced manhattan vince rank_4
pulchritude	beauty	the irresistible pulchritude of her friend	 	 	 	 	attractiveness, prettiness, good looks, pleasingness, comeliness, allure, allurement	[sound:pulchritude.mp3]	greenlight_advanced powerscore manhattan vince rank_4
elegy	a poem of serious reflection, typically a lament for the dead.	 	 	 	 	 	funeral poem, funeral song, burial hymn, lament, dirge, plaint, requiem, keening	[sound:elegy.mp3]	prep_scholar greenlight_advanced powerscore manhattan rank_4
paragon	a person or thing regarded as a perfect example of a particular quality	it would have taken a paragon of virtue not to feel viciously jealous	your cook is a paragon	 	 	 	perfection, paragon, epitome, ne plus ultra, beau idéal, nonpareil, crème de la crème, the last word, the ultimate, a dream, perfect example, shining example, good example, model, epitome, archetype, ideal, exemplar, nonpareil, paradigm, embodiment, personification, quintessence, standard, prototype, apotheosis, the crème de la crème, the beau idéal, acme	[sound:paragon.mp3]	powerscore manhattan magoosh vince rank_4
contumacious	(especially of a defendant's behavior) stubbornly or willfully disobedient to authority	his refusal to make child support payments was contumacious	 	 	 	 	stubborn, headstrong, wilful, unyielding, inflexible, unbending, intransigent, intractable, obdurate, mulish, stubborn as a mule, pig-headed, bull-headed, self-willed, strong-minded, strong-willed, contrary, perverse, recalcitrant, refractory, uncooperative, unmanageable, cross-grained, stiff-necked, stiff, rigid, steely, iron-willed, uncompromising, implacable, relentless, unrelenting, unpersuadable, immovable, unmalleable, unshakeable, inexorable, with one's feet dug in, with one's toes dug in, persistent, persevering, tenacious, pertinacious, dogged, single-minded, adamant, firm, steadfast, determined	[sound:contumacious.mp3]	greenlight_advanced powerscore manhattan vince rank_4
condone	accept and allow (behavior that is considered morally wrong or offensive) to continue	the college cannot condone any behavior that involves illicit drugs	the practice is not officially condoned by any airline	 	 	 	deliberately ignore, not take into consideration, disregard, take no notice of, take no account of, accept, allow, make allowances for, let pass, turn a blind eye to, overlook, forget, wink at, blink at, connive at, approve, sanction, give the stamp of approval to, underwrite, condone, justify, vindicate, endorse, support, back, ratify, confirm, warrant, permit, allow, accredit, authorize, legitimize, legitimatize	[sound:condone.mp3]	prep_scholar greenlight_basic gregmat manhattan rank_4
relegate	consign or dismiss to an inferior rank or position	they aim to prevent women from being relegated to a secondary role	 	 	 	 	downgrade, lower, lower in rank, lower in status, put down, move down	[sound:relegate.mp3]	greenlight_basic powerscore manhattan magoosh rank_4
temperance	abstinence from alcoholic drink	the temperance movement	 	 	 	 	teetotalism, abstinence, abstention, sobriety	[sound:temperance.mp3]	prep_scholar magoosh manhattan vince rank_4
ignoble	not honorable in character or purpose	ignoble feelings of intense jealousy	 	 	 	 	dishonourable, unworthy, base, shameful, contemptible, despicable, shabby, abject, low, sordid, degraded, corrupt, mean, wrong, humble, low, low-born, low-bred, low-ranking, plebeian, proletarian, peasant, poor	[sound:ignoble.mp3]	greenlight_advanced powerscore manhattan magoosh rank_4
libertine	a person, especially a man, who behaves without moral principles or a sense of responsibility, especially in sexual matters	his image as an unbridled libertine is a total myth	his more libertine impulses	 	 	 	philanderer, ladies' man, playboy, rake, roué, loose-liver, Don Juan, Lothario, Casanova, Romeo, licentious, lustful, libidinous, lecherous, lascivious, lubricious, dissolute, dissipated, debauched, immoral, wanton, shameless, degenerate, depraved, debased, profligate, promiscuous, unchaste, lewd, prurient, salacious, indecent, immodest, impure, carnal, intemperate, abandoned, unrestrained, unprincipled, reprobate	[sound:libertine.mp3]	greenlight_advanced powerscore gregmat manhattan rank_4
genial	relating to the chin.	waved to them in genial greeting	 	 	 	 	friendly, affable, cordial, congenial, amiable, warm, easy-going, approachable, sympathetic, well disposed, good-natured, good-humoured, cheerful, cheery, neighbourly, hospitable, companionable, comradely, bluff, easy to get along with	[sound:genial.mp3]	greenlight_basic powerscore magoosh vince rank_4
efficacious	(of something inanimate or abstract) successful in producing a desired or intended result; effective	the vaccine has proved both efficacious and safe	 	 	 	 	successful, effectual, efficacious, productive, constructive, fruitful, functional, potent, powerful	[sound:efficacious.mp3]	powerscore gregmat magoosh vince rank_4
equivocal	open to more than one interpretation; ambiguous	the equivocal nature of her remarks	the results of the investigation were equivocal	 	 	 	undecided, to be decided, unresolved, undetermined, uncertain, open, arguable, debatable, disputed, unanswered, open to debate, doubtful, in doubt, moot, up in the air, in limbo, in a state of limbo, in a state of uncertainty, indefinite, inconclusive, unconfirmed, unsolved, ongoing, pending, controversial, contentious, open to question, open to doubt, in doubt, doubtful, dubious, uncertain, unsure, debatable, in dispute, in question, arguable, problematic, problematical	[sound:equivocal.mp3]	greenlight_basic powerscore magoosh vince rank_4
illusory	based on illusion; not real	she knew the safety of her room was illusory	 	 	 	 	delusory, delusional, delusive	[sound:illusory.mp3]	greenlight_basic powerscore gregmat vince rank_4
impute	represent (something, especially something undesirable) as being done, caused, or possessed by someone; attribute	the crimes imputed to Richard	by imputing the interest rates they potentially introduce a measurement error	Christ's righteousness has been imputed to us	 	 	attribute, ascribe, assign, credit, accredit, chalk up	[sound:impute.mp3]	greenlight_advanced powerscore manhattan magoosh rank_4
anachronism	a thing belonging or appropriate to a period other than that in which it exists, especially a thing that is conspicuously old-fashioned	everything was as it would have appeared in centuries past apart from one anachronism, a bright yellow construction crane	it is anachronism to suppose that the official morality of the age was mere window dressing	 	 	 		[sound:anachronism.mp3]	prep_scholar magoosh manhattan vince rank_4
tacit	understood or implied without being stated	your silence may be taken to mean tacit agreement	 	 	 	 	implicit, understood, implied, inferred, hinted, suggested, insinuated	[sound:tacit.mp3]	prep_scholar greenlight_basic powerscore manhattan rank_4
frugal	sparing or economical with regard to money or food	he led a remarkably frugal existence	a frugal meal	 	 	 	thrifty, sparing, economical, saving, meagre, scanty, scant, paltry, skimpy, insufficient	[sound:frugal.mp3]	powerscore manhattan magoosh vince rank_4
sybarite	a person who is self-indulgent in their fondness for sensuous luxury.	 	 	 	 	 	hedonist, sensualist, voluptuary, libertine, pleasure seeker, playboy, epicure, glutton, gourmand, gastronome	[sound:sybarite.mp3]	powerscore magoosh manhattan vince rank_4
obscure	not discovered or known about; uncertain	his origins and parentage are obscure	obscure references to Proust	an obscure religious sect	I feel an obscure resentment	gray clouds obscure the sun	unclear, uncertain, unknown, in doubt, doubtful, dubious, mysterious, hazy, vague, indeterminate, concealed, hidden, abstruse, recondite, arcane, esoteric, recherché, occult, little known, unknown, unheard of, undistinguished, insignificant, unimportant, inconsequential, inconspicuous, unnoticed, nameless, anonymous, minor, humble, lowly, unrenowned, unsung, unrecognized, unhonoured, inglorious, forgotten, indistinct, faint, vague, ill-defined, unclear, blurred, blurry, misty, hazy, foggy, veiled, cloudy, clouded, nebulous, fuzzy, hide, conceal, cover, veil, shroud, screen, mask, cloak, cast a shadow over, shadow, envelop, mantle, block, block out, blank out, obliterate, eclipse, overshadow, confuse, complicate, obfuscate, cloud, blur, muddy	[sound:obscure.mp3]	prep_scholar powerscore gregmat magoosh rank_4
ersatz	(of a product) made or used as a substitute, typically an inferior one, for something else	ersatz coffee	ersatz emotion	 	 	 	artificial, substitute, imitation, synthetic, fake, false, faux, mock, simulated, imaginary, imagined, pretended, make-believe, made-up, fantasy, fantasized, fancied, dream, dreamed-up, unreal, fanciful, invented, fictitious, fictive, mythical, feigned, fake, mock, imitative, sham, simulated, artificial, ersatz, dummy, false, faux, spurious, bogus, counterfeit, fraudulent, forged, pseudo	[sound:ersatz.mp3]	powerscore manhattan magoosh vince rank_4
zealous	having or showing zeal	the council was extremely zealous in the application of the regulations	 	 	 	 	fervent, ardent, fervid, fiery, passionate, impassioned, devout, devoted	[sound:zealous.mp3]	greenlight_basic gregmat powerscore vince rank_4
lament	a passionate expression of grief or sorrow	his mother's night-long laments for his father	a song full of lament and sorrow	there were constant laments about the conditions of employment	he was lamenting the death of his infant daughter	she lamented the lack of shops in the town	wail, wailing, lamentation, moan, moaning, groan, weeping, crying, sob, sobbing, keening, howl, complaint, dirge, requiem, elegy, funeral chant, funeral song, burial hymn, dead march, keen, plaint, knell, mourn, grieve, grieve for, grieve over, weep for, shed tears for, bemoan, bewail, complain about, deplore, regret, rue	[sound:lament.mp3]	greenlight_basic powerscore gregmat manhattan rank_4
inexorable	impossible to stop or prevent	the seemingly inexorable march of new technology	the doctors were inexorable, and there was nothing to be done	 	 	 	relentless, unstoppable, unavoidable, inescapable, inevitable, irrevocable, intransigent, unbending, unyielding, inflexible, unswerving, unwavering, adamant, obdurate, determined, immovable, unshakeable, implacable, unappeasable, unpacifiable, unplacatable, unmollifiable, unforgiving, unsparing, uncompromising	[sound:inexorable.mp3]	powerscore manhattan magoosh vince rank_4
disinterested	not influenced by considerations of personal advantage	a banker is under an obligation to give disinterested advice	her father was so disinterested in her progress that he only visited the school once	 	 	 	unbiased, unprejudiced, impartial, neutral, non-partisan, non-discriminatory, detached, uninvolved, objective, dispassionate, impersonal, clinical, uninterested, indifferent, incurious, unconcerned, unmoved, unresponsive, impassive, passive, detached, unfeeling, uncaring, unenthusiastic, lukewarm, bored, apathetic, blasé, nonchalant	[sound:disinterested.mp3]	prep_scholar gregmat manhattan magoosh rank_4
florid	having a red or flushed complexion	a stout man with a florid face	florid operatic-style music was out	the florid prose of the nineteenth century	florid symptoms of psychiatric disorder	 	ruddy, red, red-faced, reddish, rosy, rosy-cheeked, pink, pinkish, roseate, rubicund, ornate, fancy, very elaborate, over-elaborate, embellished, curlicued, extravagant, flamboyant, baroque, rococo, fussy, busy, ostentatious, showy, wedding-cake, gingerbread, flowery, flamboyant, high-flown, high-sounding, magniloquent, grandiloquent, ornate, fancy, baroque, orotund, rhetorical, oratorical, bombastic, laboured, strained, overwrought, elaborate, over-elaborate, overblown, overripe, overdone, convoluted, turgid, inflated, extravagant, grandiloquent, magniloquent, high-flown, high-sounding, sonorous, lofty, orotund, bombastic, grandiose, pompous, pretentious, overblown, overripe, oratorical, turgid, flowery, florid, declamatory, Ciceronian	[sound:florid.mp3]	greenlight_advanced gregmat manhattan vince rank_4
cavalier	a supporter of King Charles I in the English Civil War.	Anne was irritated by his cavalier attitude	 	 	 	 	Royalist, king's man, dandy, fop, gallant, cavalier, man about town, horseman, cavalryman, horse soldier, trooper, equestrian, knight, chevalier, offhand, indifferent, casual, dismissive, insouciant, uninterested, unconcerned	[sound:cavalier.mp3]	powerscore greenlight_basic gregmat magoosh rank_4
brook	a small stream	the Lake District boasts lovely lakes and babbling brooks	Jenny would brook no criticism of Matthew	 	 	 	stream, small river, streamlet, rivulet, rill, brooklet, runnel, runlet, freshet, gill, tolerate, allow, stand, bear, abide, stomach, swallow, put up with, go along with, endure, suffer, withstand, cope with	[sound:brook.mp3]	greenlight_advanced gregmat manhattan magoosh rank_4
alleviate	make (suffering, deficiency, or a problem) less severe	he couldn't prevent her pain, only alleviate it	measures to alleviate unemployment	 	 	 	reduce, ease, relieve, take the edge off, deaden, dull, diminish, lessen, weaken, lighten, attenuate, allay, assuage, palliate, damp, soothe, help, soften, temper, control, still, quell, tone down, blunt, dilute, moderate, mitigate, modify, abate, lull, pacify, placate, mollify, sweeten	[sound:alleviate.mp3]	prep_scholar gregmat manhattan vince rank_4
largess	generosity in bestowing money or gifts upon others	dispensing his money with such largesse	the distribution of largesse to the local population	 	 	 	generosity, liberality, munificence, bounty, bountifulness, beneficence, benefaction, altruism, charity, philanthropy, magnanimity, benevolence, charitableness, open-handedness, kindness, big-heartedness, great-heartedness, lavishness, free-handedness, unselfishness, selflessness, self-sacrifice, self-denial, gifts, presents, donations, handouts, endowments, grants, aid, alms, offerings, favours, contributions	[sound:largess.mp3]	greenlight_advanced powerscore magoosh vince rank_4
anathema	something or someone that one vehemently dislikes	racial hatred was anathema to her	the Pope laid special emphasis on the second of these anathemas	the sergeant clutched the ruined communicator, muttering anathemas	 	 	abhorrent, hateful, odious, repugnant, repellent, offensive, curse, ban, excommunication, damnation, proscription, debarment, denunciation, malediction, execration, imprecation	[sound:anathema.mp3]	greenlight_advanced magoosh vince rank_3
acidulous	sharp-tasting; sour.	 	 	 	 	 	acidic, sour, tart, bitter, unsweetened, sharp, biting, acrid, pungent, acerbic, vinegary, vinegarish, acetic, acetous, acerbic, sarcastic, sharp, sardonic, satirical, scathing, cutting, razor-edged	[sound:acidulous.mp3]	powerscore manhattan vince rank_3
complementary	combining in such a way as to enhance or emphasize the qualities of each other or another	three guitarists playing interlocking, complementary parts	internet technology is actually complementary to traditional technologies	a pair of complementary oligonucleotides were synthesized	complementary therapies such as aromatherapy	 	harmonizing, harmonious, complementing, supportive, supporting, reciprocal, interdependent, interrelated, compatible, corresponding, matching, twin	[sound:complementary.mp3]	gregmat manhattan magoosh rank_3
recant	say that one no longer holds an opinion or belief, especially one considered heretical	heretics were burned if they would not recant	Galileo was forced to recant his assertion that the earth orbited the sun	 	 	 	renounce, forswear, disavow, deny, repudiate, renege on, abjure, relinquish, abandon, change one's mind, be apostate, defect, renege, retract, take back, withdraw, disclaim, disown, recall, unsay	[sound:recant.mp3]	greenlight_advanced manhattan vince rank_3
plaintive	sounding sad and mournful	a plaintive cry	 	 	 	 	mournful, sad, wistful, doleful, pathetic, pitiful, piteous, melancholy, melancholic, sorrowful, unhappy, wretched, woeful, grief-stricken, broken-hearted, heartbroken, desolate, heart-rending, forlorn, woebegone, disconsolate	[sound:plaintive.mp3]	greenlight_advanced gregmat vince rank_3
wily	skilled at gaining an advantage, especially deceitfully	his wily opponents	 	 	 	 	shrewd, clever, sharp, sharp-witted, astute, canny, smart	[sound:wily.mp3]	powerscore manhattan vince rank_3
hapless	(especially of a person) unfortunate	if you're one of the many hapless car buyers who've been shafted	 	 	 	 	unfortunate, unlucky, luckless, out of luck, ill-starred, ill-fated, jinxed, cursed, doomed	[sound:hapless.mp3]	powerscore manhattan vince rank_3
unseemly	(of behavior or actions) not proper or appropriate	an unseemly squabble	 	 	 	 	indecorous, improper, inappropriate, unbecoming, unfitting, unbefitting, unsuitable, unworthy, undignified, unrefined, indiscreet, indelicate, ungentlemanly, unladylike, impolite	[sound:unseemly.mp3]	gregmat manhattan magoosh rank_3
multifarious	many and of various types	multifarious activities	a vast multifarious organization	 	 	 		[sound:multifarious.mp3]	greenlight_advanced powerscore manhattan rank_3
coterie	a small group of people with shared interests or tastes, especially one that is exclusive of other people	a coterie of friends and advisers	 	 	 	 	clique, set, circle, inner circle, crowd, in-crowd, gang, band, pack, crew, clan, club, fellowship, brotherhood, fraternity, sorority, sect, camp, community, league, alliance, faction, cabal, junta, caucus, syndicate, nucleus, cell	[sound:coterie.mp3]	greenlight_advanced powerscore manhattan rank_3
makeshift	serving as a temporary substitute; sufficient for the time being	arranging a row of chairs to form a makeshift bed	 	 	 	 	temporary, make-do, provisional, stopgap, standby, rough and ready, substitute, emergency, improvised, ad hoc, impromptu, extemporary, extempore, thrown together, cobbled together	[sound:makeshift.mp3]	greenlight_basic manhattan vince rank_3
obtuse	annoyingly insensitive or slow to understand	he wondered if the doctor was being deliberately obtuse	some of the lyrics are a bit obtuse	an obtuse angle of 150°	it had strange obtuse teeth	 	stupid, dull, slow-witted, slow, dull-witted, unintelligent, witless, half-baked, half-witted, doltish, lumpish, blockish, imperceptive, rounded, flat, thick, obtuse, stubby, stubbed, unpointed	[sound:obtuse.mp3]	greenlight_basic powerscore magoosh rank_3
neologism	a newly coined word or expression.	 	 	 	 	 	new word, new expression, new term, new phrase, coinage, newly coined word, made-up word, invented word, invention, nonce word	[sound:neologism.mp3]	greenlight_advanced powerscore manhattan rank_3
abysmal	extremely bad; appalling	the quality of her work is abysmal	waterfalls that plunge into abysmal depths	 	 	 	very bad, dreadful, awful, terrible, frightful, atrocious, disgraceful, deplorable, shameful, woeful, hopeless, lamentable, laughable, substandard, poor, inadequate, inferior, unsatisfactory, profound, extreme, utter, complete, thorough, deep, endless, immeasurable, boundless, incalculable, unfathomable, bottomless	[sound:abysmal.mp3]	magoosh greenlight_basic vince rank_3
mawkish	sentimental in a feeble or sickly way	a mawkish poem	the mawkish smell of warm beer	 	 	 	sentimental, over-sentimental, overemotional, cloying, sickly, saccharine, sugary, syrupy, sickening, nauseating, maudlin, lachrymose, banal, trite	[sound:mawkish.mp3]	gregmat magoosh vince rank_3
spartan	relating to Sparta in ancient Greece.	spartan but adequate rooms	 	 	 	 	painful, not comfortable, intolerable, unbearable, disagreeable, excruciating, agonizing, confining, cramped, Spartan, austere, harsh, hard, frugal, stringent, rigorous, arduous, strict, stern, severe, rigid	[sound:spartan.mp3]	gregmat manhattan magoosh rank_3
frenetic	fast and energetic in a rather wild and uncontrolled way	a frenetic pace of activity	 	 	 	 	frantic, wild, frenzied, hectic, fraught, feverish, fevered, mad, manic, hyperactive, energetic, intense, fast and furious, turbulent, tumultuous, confused, confusing	[sound:frenetic.mp3]	powerscore manhattan vince rank_3
nebulous	in the form of a cloud or haze; hazy	a giant nebulous glow	nebulous concepts like quality of life	 	 	 	indistinct, indefinite, unclear, vague, hazy, cloudy, fuzzy, misty, lacking definition, blurred, blurry, out of focus, foggy, faint, shadowy, dim, obscure, shapeless, formless, unformed, amorphous, vague, ill-defined, unclear, hazy, uncertain, indefinite, indeterminate, imprecise, unformed, muddled, confused, ambiguous, inchoate, opaque, muddy	[sound:nebulous.mp3]	greenlight_advanced powerscore vince rank_3
